time_seconds,power
138.400011,100.03
139.373750,100.03
140.350914,100.03
172.978683,99.88
173.957155,99.88
174.933200,99.88
176.557388,99.88
177.518205,99.88
15.735418,99.08
16.735020,99.08
17.738236,99.08
19.074504,99.08
20.132767,99.08
23.805698,99.08
25.032403,99.08
30.598518,99.08
31.598211,99.08
32.599564,99.08
33.936512,99.08
34.938472,99.08
36.051492,99.08
37.615392,99.08
38.616266,99.08
39.735373,99.08
41.118457,99.08
42.398977,99.08
44.848206,99.08
46.072447,99.08
49.023989,99.08
50.025499,99.08
51.025604,99.08
53.756354,99.08
54.757113,99.08
55.871107,99.08
323.045815,98.13
324.270292,98.13
326.719056,97.98
327.944636,97.98
331.615930,97.98
332.839917,97.98
334.733549,97.98
335.736483,97.98
336.741249,97.98
338.241620,97.98
339.243828,97.98
340.248962,97.98
342.079043,97.98
343.082191,97.98
344.083914,97.98
345.584156,97.98
346.591071,97.98
347.592715,97.98
349.426217,97.98
350.427375,97.98
351.431795,97.98
359.773012,97.82
360.996733,97.82
363.947313,97.82
364.949191,97.82
365.950177,97.82
367.284621,97.82
368.344094,97.82
372.183915,97.82
373.242236,97.82
375.692228,97.82
376.914978,97.82
385.816409,97.82
386.817350,97.82
394.048045,97.66
395.272034,97.66
3779.963294,81.40
3780.966146,81.40
3781.966803,81.40
3789.420305,81.40
3790.423048,81.40
3791.423331,81.40
3794.318012,81.40
3795.320306,81.40
3796.322219,81.40
3798.222115,81.40
3799.224124,81.40
3800.226018,81.40
3815.908729,81.24
3817.132513,81.24
3981.597897,80.42
3982.599731,80.42
3983.602709,80.42
3984.939744,80.42
3985.940701,80.42
3986.942444,80.42
3989.333503,80.42
3990.556784,80.42
3992.616629,80.26
3993.620046,80.26
3994.622423,80.26
3996.292891,80.26
3997.295296,80.26
3998.297164,80.26
4015.369303,80.26
4016.370980,80.26
4018.875193,80.26
4019.933311,80.26
5257.932856,73.40
5259.158601,73.40
5297.086767,73.07
5298.310578,73.07
5422.100836,72.41
5423.324886,72.41
5590.771758,71.43
5591.773224,71.43
5592.777372,71.43
5597.613064,71.43
5598.614101,71.43
5599.727213,71.43
5601.787610,71.43
5602.791269,71.43
5603.792994,71.43
5605.130819,71.43
5606.131834,71.43
5607.134886,71.27
5609.524125,71.27
5610.747186,71.27
5613.363369,71.27
5614.419198,71.27
5617.706138,71.27
5618.711553,71.27
5619.710679,71.27
5662.423564,71.10
5663.426198,70.94
5664.427741,70.94
5717.868637,70.77
5719.092922,70.77
5721.541318,70.61
5722.765931,70.61
5727.661787,70.61
5728.885701,70.61
5730.946596,70.61
5731.948157,70.61
5732.952337,70.61
5734.288188,70.61
5735.290253,70.61
5736.296153,70.61
5738.682479,70.61
5739.905758,70.61
5742.354455,70.61
5743.578229,70.61
5746.529934,70.61
5747.530684,70.45
5748.532733,70.45
5752.149468,70.45
5753.374401,70.45
6048.128416,68.80
6049.130697,68.80
6050.132456,68.80
6284.251389,67.45
6285.256143,67.45
6286.256072,67.45
6685.940484,65.42
6686.941149,65.42
6687.944492,65.42
6690.000125,65.42
6691.225630,65.28
6693.118275,65.28
6694.120979,65.28
6695.130633,65.28
6717.254007,65.13
6718.256187,65.13
6720.763053,65.13
6721.833266,65.13
6724.268316,65.13
6725.493077,65.13
6727.943024,65.13
6729.173380,65.13
6731.615357,65.13
6732.839921,65.13
6734.901983,65.13
6735.903267,65.13
6736.906755,65.13
6744.191019,64.99
6745.191765,64.99
6746.304745,64.99
6814.989468,64.70
6816.046852,64.70
6828.451525,64.55
6829.508644,64.55
6871.498254,64.41
6872.555885,64.41
6875.673818,64.41
6876.675086,64.41
6877.676707,64.41
6879.900514,64.27
6881.125649,64.27
6883.741524,64.27
6884.800660,64.27
6887.419772,64.27
6888.472039,64.27
6898.930994,64.27
6899.932982,64.27
6900.934776,64.27
6913.336302,64.12
6914.394316,64.12
6916.843245,64.12
6918.067116,64.12
6953.882436,63.98
6954.883789,63.98
6955.996235,63.98
6971.013701,63.83
6972.015156,63.83
6973.127988,63.83
6974.519737,63.83
6975.578924,63.83
6978.028605,63.83
6979.263104,63.83
6986.763306,63.69
6987.819375,63.69
6990.437810,63.69
6991.497112,63.69
6994.445887,63.69
6995.447901,63.69
6996.451803,63.69
6997.951637,63.69
6998.954052,63.69
7001.291917,63.69
7002.515122,63.69
7004.963206,63.69
7006.187687,63.69
7008.972704,63.69
7009.973279,63.69
7012.980617,63.54
7013.984709,63.54
7014.984276,63.54
7018.432323,63.54
7019.654694,63.54
7022.271220,63.54
7023.329839,63.54
7026.113886,63.54
7027.116200,63.54
7030.177789,63.54
7031.179998,63.54
7032.181467,63.54
7034.186228,63.54
7035.188005,63.54
7036.190993,63.40
7038.246969,63.40
7039.471208,63.40
7042.253477,63.40
7043.255784,63.40
7044.371799,63.40
7047.377331,63.40
7048.376210,63.40
7049.490037,63.40
7051.382844,63.40
7052.385665,63.40
7053.393461,63.40
7055.612506,63.40
7056.835566,63.40
7059.284057,63.40
7060.507839,63.40
7063.123423,63.25
7064.183337,63.25
7067.132529,63.25
7068.135721,63.25
7069.136087,63.25
7072.031604,63.25
7073.033572,63.25
7074.034818,63.25
7075.374526,63.25
7076.432663,63.25
7079.216469,63.25
7080.216070,63.25
7081.330544,63.25
7082.556448,63.25
7083.781012,63.25
7086.567747,63.11
7087.563783,63.11
7088.679293,63.11
7095.020000,63.11
7096.244641,63.11
7098.338775,63.11
7099.308564,63.11
7100.310712,63.11
7101.648907,63.11
7102.648780,63.11
7103.657265,63.11
7104.984127,63.11
7106.043322,63.11
7108.660844,63.11
7109.717590,63.11
7114.614199,62.96
7115.837279,62.96
7117.898656,62.96
7118.901313,62.96
7119.903570,62.96
7144.485804,62.82
7145.489074,62.82
7146.490036,62.82
7442.209253,61.38
7443.433446,61.38
7498.001112,61.06
7499.001949,61.06
7500.003747,61.06
7534.436913,60.74
7535.662287,60.74
7609.075739,60.43
7610.300655,60.43
7615.532692,60.43
7616.533771,60.43
7617.646705,60.43
7618.871272,60.43
7620.096101,60.43
7623.436698,60.43
7624.439115,60.43
7625.440569,60.43
7626.942658,60.43
7627.945256,60.43
7628.949517,60.43
7630.449085,60.43
7631.450120,60.43
7645.469004,60.11
7646.472324,60.11
7647.473798,60.11
7659.877982,60.11
7660.935162,60.11
7673.507659,60.11
7674.509191,60.11
7675.621840,60.11
8239.462525,56.63
8240.462458,56.63
8241.462502,56.63
8243.136789,56.63
8244.139097,56.63
8245.141549,56.63
11201.473167,30.40
11202.471172,30.40
11203.578982,30.40
11207.233613,30.40
11208.452896,30.40
11210.886411,30.40
11212.104010,30.40
11214.151099,30.40
11215.148686,30.40
11216.145438,30.40
11218.189716,30.40
11219.443418,30.40
11221.938938,30.40
11223.172744,30.40
11225.641091,30.40
11226.880889,30.40
11228.937047,30.40
11229.939705,30.40
11230.942649,30.40
11232.275771,29.97
11233.275005,29.97
11234.275239,29.97
11239.257074,29.97
11240.308325,29.97
11242.744010,29.97
11243.958607,29.97
11246.392390,29.97
11247.607258,29.97
11250.042547,29.97
11251.522645,29.97
11254.401289,29.97
11255.470164,29.97
11264.275910,29.97
11265.496480,29.97
11267.548801,29.97
11268.546516,29.97
11269.543846,29.97
11534.284025,26.96
11535.499975,26.96
11543.384570,26.96
11544.399553,26.96
11545.417285,26.96
12010.391965,22.24
12011.630827,22.24
12055.152682,21.81
12056.371235,21.81
12058.254395,21.81
12059.251169,21.81
12060.244249,21.81
12900.699955,13.62
12901.916531,13.62
12909.205129,13.62
12910.431948,13.62
17095.454520,1.33
17096.513121,1.33
17099.128441,1.32
17100.179875,1.32
10.889479,97.18
11.855255,97.18
12.894180,97.18
14.467821,97.18
15.417609,97.18
16.379158,97.18
17.965317,97.18
18.936798,97.18
27.991994,97.18
28.963945,97.18
29.984054,97.18
37.441902,97.18
38.401070,97.18
39.413299,97.18
43.940473,97.18
44.912082,97.18
45.950652,97.18
84.047034,97.18
85.010133,97.18
87.507424,97.18
88.469758,97.18
89.452869,97.18
97.899781,97.18
98.864527,97.18
99.903939,97.18
101.154337,97.18
102.139802,97.18
103.164090,97.18
117.981504,97.18
118.948024,97.18
119.962141,97.18
126.486485,97.18
127.367711,97.18
128.389568,97.18
132.568760,97.18
133.550514,97.18
134.535367,97.18
136.149210,97.18
137.135358,97.18
138.116482,97.18
139.776671,97.18
140.743383,97.18
143.336979,97.18
144.280639,97.18
147.157916,97.18
148.343119,97.18
150.605447,97.18
151.567820,97.18
152.577182,97.18
153.848563,97.18
154.809164,97.18
155.787699,97.18
159.682044,97.18
160.654319,97.18
161.670281,97.18
194.235587,97.18
195.208026,97.18
239.848306,97.18
240.786262,97.18
241.794863,97.18
243.664303,97.18
244.617285,97.18
246.877326,97.18
247.848392,97.18
248.868907,97.18
251.396501,97.18
252.590504,97.18
255.507424,97.18
256.491685,97.18
259.739044,97.18
260.726021,97.18
264.631108,97.18
265.821316,97.18
269.083987,97.18
270.071251,97.18
272.345467,97.18
273.295256,97.18
274.259309,97.18
278.745351,97.18
279.712824,97.18
280.689089,97.18
282.960468,97.18
283.927141,97.18
284.901391,97.18
308.566225,97.18
309.535055,97.18
310.507817,97.18
313.088150,97.18
314.047744,97.18
315.030589,97.18
316.638917,97.18
317.623229,97.18
319.889735,97.18
320.860680,97.18
321.899001,97.18
323.473976,97.18
324.452023,97.18
325.479222,97.18
336.160505,97.18
337.113055,97.18
338.079241,97.18
394.314464,97.18
395.304529,97.18
396.281080,97.18
401.476851,97.18
402.435234,97.18
460.721451,97.18
461.712781,97.18
470.002635,97.18
470.963815,97.18
484.483869,97.18
485.453694,97.18
499.116359,97.18
500.065603,97.18
501.087858,97.18
523.604996,97.18
524.594154,97.18
525.597988,97.18
544.511276,97.18
545.489881,97.18
546.467471,97.18
638.919520,97.18
639.890068,97.18
640.905604,97.18
643.134228,97.18
644.119827,97.18
645.135844,97.18
646.721444,97.18
647.697086,97.18
648.712039,97.18
651.268034,97.18
652.252760,97.18
653.264693,97.18
655.831148,97.18
656.809846,97.18
659.096574,97.18
660.049248,97.18
661.056391,97.18
662.609187,97.18
663.575067,97.18
664.585220,97.18
670.564724,97.18
671.536517,97.18
672.561283,97.18
680.969636,97.18
681.946817,97.18
682.975146,97.18
715.302447,97.18
716.280823,97.18
717.319565,97.18
782.491163,97.18
783.462199,97.18
787.708399,97.18
788.665935,97.18
789.679693,97.18
860.068187,97.18
861.151381,97.18
920.135382,97.18
921.091591,97.18
922.100734,97.18
923.992623,97.18
924.960406,97.18
934.039853,97.18
935.013287,97.18
935.999350,97.18
941.854672,97.18
942.828061,97.18
943.813852,97.18
945.763712,97.18
946.735931,97.18
947.777925,97.18
950.291825,97.18
951.241329,97.18
952.263772,97.18
1004.372061,97.18
1005.344284,97.18
1006.355494,97.18
1029.256235,97.18
1030.230592,97.18
1033.475775,97.18
1034.455766,97.18
1039.728466,97.18
1040.644107,97.18
1041.627454,97.18
1054.836281,97.18
1055.801690,97.18
1058.079086,97.18
1059.038503,97.18
1060.055665,97.18
1093.708329,97.18
1094.687439,97.18
1095.717235,97.18
1097.285347,97.18
1098.268436,97.18
1128.391076,97.18
1129.361747,97.18
1130.400008,97.18
1131.647745,97.18
1132.624488,97.18
1133.636988,97.18
1147.834598,97.18
1148.806347,97.18
1149.788257,97.18
1172.181027,97.18
1173.153272,97.18
1218.752114,97.18
1219.735251,97.18
1220.762744,97.18
1223.291638,97.18
1224.265222,97.18
1225.383901,97.18
1226.873569,97.18
1227.855105,97.18
1228.887491,97.18
1238.276133,97.18
1239.469118,97.18
1281.155658,97.18
1282.052352,97.18
1283.062154,97.18
1284.967853,97.18
1285.943904,97.18
1286.978278,97.18
1331.646671,97.18
1332.601839,97.18
1333.560645,97.18
1335.474850,97.18
1336.466847,97.18
1339.329194,97.18
1340.294981,97.18
1341.303871,97.18
1344.143797,97.18
1345.124842,97.18
1346.165367,97.18
1357.350576,97.18
1358.327241,97.18
1359.312719,97.18
1366.494400,97.18
1367.465645,97.18
1370.355006,97.18
1371.343128,97.18
1372.268664,97.18
1377.733538,97.18
1378.712549,97.18
1381.950509,97.18
1382.920824,97.18
1386.068896,97.18
1387.048677,97.18
1391.921783,97.18
1392.902714,97.18
1393.924746,97.18
1395.837866,97.18
1397.038067,97.18
1408.341850,97.18
1409.333947,97.18
1410.329127,97.18
1412.543642,97.18
1413.750774,97.18
1440.557743,97.18
1441.512924,97.18
1444.099088,97.18
1445.068021,97.18
1446.083955,97.18
1447.980255,97.18
1448.966991,97.18
1449.982836,97.18
1452.854326,97.18
1453.840425,97.18
1454.863077,97.18
1484.605956,97.18
1485.587050,97.18
1486.572302,97.18
1524.958873,97.18
1525.921769,97.18
1534.216092,97.18
1535.182020,97.18
1536.148039,97.18
1555.755840,97.18
1556.721625,97.18
1557.742593,97.18
1662.771862,97.18
1663.731881,97.18
1666.951788,97.18
1667.929723,97.18
1722.495739,97.18
1723.463953,97.18
1724.465878,97.18
1726.264047,97.18
1727.192154,97.18
1728.196867,97.18
1732.023956,97.18
